FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,114700.00,15400.00,300,7.99,154000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,112000.00,15100.00,180,8.00,151000.00,20230526
20220131,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,FINANCIERA EFECTIVA S. A,FINANCIERA,54400.00,20000.00,96,9.35,100000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,82100.00,112000.00,300,7.99,218000.00,20230526
20220121,NCMV,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,242573.00,28664.00,240,7.75,286637.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,73391.00,10999.00,240,8.50,109990.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,118549.00,11551.00,240,7.99,154000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,61100.00,52000.00,240,8.50,137000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,73390.00,11000.00,240,8.00,109990.00,20230526
20220131,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,83446.00,19244.00,180,7.20,128290.00,20230526
20220131,NCMV,LA LIBERTAD,TRUJILLO,MOCHE,130107,CREDITO,BANCO,109000.00,14200.00,180,10.00,142000.00,20230526
20220131,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,89870.00,12830.00,120,8.20,128300.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,134200.00,17000.00,180,9.50,170000.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,169510.00,21490.00,240,8.00,214900.00,20230526
20220131,NCMV,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,86150.00,11850.00,240,9.50,118500.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,151191.00,30899.00,240,8.20,205990.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,89060.00,28240.00,300,8.20,141200.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,BANBIF,BANCO,161843.77,30000.00,180,8.30,215743.77,20230526
20220131,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,83902.00,23198.00,240,10.70,131000.00,20230526
20220131,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,100100.00,14000.00,180,10.70,138000.00,20230526
20220131,NCMV,ICA,ICA,ICA,110101,EDPYME MICASITA,EDPYME,103000.00,50000.00,120,9.10,176900.00,20230526
20220131,NCMV,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,CMAC HUANCAYO,CMAC,128200.00,50000.00,240,9.99,197000.00,20230526
20220131,NCMV,PASCO,OXAPAMPA,CHONTABAMBA,190302,CMAC HUANCAYO,CMAC,90000.00,15000.00,60,12.95,125500.00,20230526
20220131,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,CMAC HUANCAYO,CMAC,127200.00,72000.00,240,9.99,218000.00,20230526
20220131,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,CMAC HUANCAYO,CMAC,118200.00,46272.40,180,9.99,183272.40,20230526
20220131,NCMV,PASCO,OXAPAMPA,OXAPAMPA,190301,CMAC HUANCAYO,CMAC,96500.00,13500.00,156,10.00,130500.00,20230526
20220131,NCMV,PIURA,SULLANA,SULLANA,200601,CMAC HUANCAYO,CMAC,40100.00,18000.00,84,13.99,82700.00,20230526
20220131,NCMV,JUNIN,SATIPO,MAZAMARI,120604,CMAC HUANCAYO,CMAC,20000.00,42800.00,60,13.99,87400.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,50500.00,26000.00,72,13.99,97000.00,20230526
20220131,NCMV,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,CREDITO,BANCO,63340.00,62660.00,120,10.20,144800.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,113023.00,41177.00,240,8.20,178100.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,165300.00,25900.00,180,9.50,210000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,63778.00,9364.22,120,10.00,93642.22,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,120,8.20,109200.00,20230526
20220131,NCMV,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,100300.00,13800.00,240,7.20,138000.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,240,7.80,109200.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,129700.00,16500.00,240,9.50,165000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,156700.00,19500.00,240,9.60,195000.00,20230526
20220131,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,106000.00,31200.00,120,9.45,156000.00,20230526
20220131,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,119291.00,35799.00,120,8.20,178990.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,143300.00,45900.00,300,7.20,213100.00,20230526
20220131,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,155641.00,19949.00,120,8.20,199490.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,120910.00,16090.00,240,8.50,160900.00,20230526
20220131,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,143290.00,29505.00,180,9.50,196695.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,156700.00,19500.00,120,10.00,195000.00,20230526
20220131,NCMV,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,98500.00,20700.00,240,9.50,138000.00,20230526
20220131,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,165760.00,28340.00,300,7.70,218000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,151115.00,30885.00,180,7.90,205900.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,121450.00,24750.00,120,9.50,165000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,156682.00,20065.00,180,8.40,200647.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,113710.00,15290.00,240,8.00,152900.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,120,9.10,109200.00,20230526
20220131,NCMV,CALLAO,CALLAO,CALLAO,070101,CREDITO,BANCO,146890.00,18410.00,240,9.30,184100.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,135760.00,17740.00,240,8.00,177400.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,240,9.62,109200.00,20230526
20220131,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,83446.00,19244.00,120,7.20,128290.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,85650.00,19650.00,120,8.20,130900.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,240,8.30,109200.00,20230526
20220131,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,83445.70,19244.30,180,7.20,128290.00,20230526
20220131,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,155641.00,19949.00,120,7.20,199490.00,20230526
20220131,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,110620.00,33630.00,120,10.60,168150.00,20230526
20220131,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,83446.00,19244.00,120,7.20,128290.00,20230526
20220131,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,128240.00,26850.00,240,8.20,178990.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,171490.00,21710.00,240,7.60,217100.00,20230526
20220131,NCMV,CALLAO,CALLAO,CALLAO,070101,CREDITO,BANCO,117328.00,15692.00,300,8.20,156920.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,156700.00,19500.00,120,9.30,195000.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,131170.00,17230.00,240,7.40,172300.00,20230526
20220131,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,70617.00,32073.00,120,8.20,128290.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,180,8.20,109200.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,165700.00,20500.00,120,9.30,205000.00,20230526
20220131,NCMV,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,119292.00,35798.00,120,8.20,178990.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,161200.00,20000.00,240,9.30,200000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,104341.00,16859.00,240,9.50,140000.00,20230526
20220125,NCMV,LA LIBERTAD,TRUJILLO,MOCHE,130107,BANCO PICHINCHA,BANCO,110100.00,16000.00,120,9.50,150000.00,20230526
20220125,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,99300.00,30800.00,240,8.50,154000.00,20230526
20220125,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,BANCO PICHINCHA,BANCO,106600.00,14500.00,180,10.00,145000.00,20230526
20220125,NCMV,CUSCO,CUSCO,SAN JERONIMO,080104,BANCO PICHINCHA,BANCO,78400.00,25000.00,60,10.00,129000.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,125230.00,16570.00,180,7.80,165700.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,92635.00,20565.00,120,8.20,137100.00,20230526
20220131,NCMV,LIMA,LIMA,ATE,150103,BANBIF,BANCO,116100.00,59000.00,120,7.65,199000.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,105200.00,30000.00,120,7.35,159100.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,BANCO PICHINCHA,BANCO,48400.00,12000.00,240,10.00,85000.00,20230526
20220131,NCMV,JUNIN,SATIPO,MAZAMARI,120604,CMAC HUANCAYO,CMAC,52800.00,10000.00,120,12.05,87400.00,20230526
20220131,NCMV,PIURA,SULLANA,SULLANA,200601,CMAC HUANCAYO,CMAC,50000.00,12000.00,120,13.99,86600.00,20230526
20220131,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,78500.00,11000.00,120,10.80,110000.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,97220.00,13080.00,62,9.99,130800.00,20230526
20220131,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,160903.00,20986.00,240,8.00,205789.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,70390.00,14000.00,300,7.99,109990.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,73390.00,11000.00,240,7.99,109990.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,SCOTIABANK,BANCO,171040.00,21660.00,240,7.80,216600.00,20230526
20220107,NCMV,LA LIBERTAD,VIRU,CHAO,131202,CONTINENTAL,BANCO,52799.00,10000.00,240,10.50,87399.00,20230526
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,84500.00,15000.00,156,9.50,120000.00,20230526
20220107,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,148600.00,31100.00,192,8.05,198500.00,20230526
20220107,NCMV,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,INTERBANK,BANCO,163238.15,35970.00,228,9.00,218000.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,114700.00,15400.00,300,7.50,154000.00,20230526
20220107,NCMV,AREQUIPA,AREQUIPA,YURA,040128,CONTINENTAL,BANCO,93415.00,20000.00,201,8.50,137315.00,20230526
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,103200.00,20000.00,142,10.10,142000.00,20230526
20220107,NCMV,LIMA,LIMA,CARABAYLLO,150106,CONTINENTAL,BANCO,111700.00,14500.00,144,9.12,145000.00,20230526
20220107,NCMV,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,164676.20,20952.00,240,7.70,209520.00,20230526
20220107,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,80496.00,19894.00,120,7.50,125990.00,20230526
20220107,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,49600.00,13094.00,120,10.70,87294.00,20230526
20220107,NCMV,LIMA,LIMA,SAN MIGUEL,150136,SCOTIABANK,BANCO,153153.40,19672.60,240,8.80,196726.00,20230526
20220131,NCMV,ICA,ICA,ICA,110101,INTERBANK,BANCO,64743.20,28000.00,120,9.46,112000.00,20230526
20220131,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,61159.00,97392.00,120,10.80,177351.00,20230526
20220131,NCMV,PIURA,SULLANA,BELLAVISTA,200602,CMAC HUANCAYO,CMAC,50000.00,12000.00,60,13.99,86600.00,20230526
20220131,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,118660.00,15840.00,240,9.71,158400.00,20230526
20220131,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,115100.00,30000.00,240,10.69,163900.00,20230526
20220131,NCMV,PIURA,PIURA,PIURA,200101,CREDITO,BANCO,66400.00,23000.00,180,8.20,115000.00,20230526
20220131,NCMV,CALLAO,CALLAO,CALLAO,070101,CREDITO,BANCO,132772.00,39168.00,240,8.00,195840.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,50840.00,32760.00,120,8.20,109200.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,129700.00,16500.00,180,9.50,165000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,109200.00,32000.00,144,10.00,160000.00,20230526
20220131,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,BANCO PICHINCHA,BANCO,117010.00,15090.00,120,9.80,150900.00,20230526
20220131,NCMV,CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,CONTINENTAL,BANCO,125200.00,16000.00,240,9.12,160000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,INTERBANK,BANCO,154900.00,19300.00,240,9.10,193000.00,20230526
20220131,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,172123.60,21580.00,120,8.00,215800.00,20230526
20220131,NCMV,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,155747.75,19960.00,300,8.30,199600.00,20230526
20220131,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,INTERBANK,BANCO,173800.00,21400.00,180,9.10,214000.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CMAC HUANCAYO,CMAC,68050.00,37950.00,240,13.99,126500.00,20230526
20220131,NCMV,CAJAMARCA,JAEN,JAEN,060801,CMAC HUANCAYO,CMAC,96248.76,13800.00,86,9.99,130548.76,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,90490.00,19810.00,120,9.99,130800.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,97220.00,13080.00,62,9.99,130800.00,20230526
20220125,NCMV,AREQUIPA,AREQUIPA,PAUCARPATA,040112,CMAC CUSCO,CMAC,176500.00,19998.00,144,10.95,215298.00,20230526
20220126,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,INTERBANK,BANCO,177400.00,21800.00,180,9.10,218000.00,20230526
20220126,NCMV,AYACUCHO,HUAMANGA,AYACUCHO,050101,CMAC HUANCAYO,CMAC,40000.00,20504.00,60,12.05,85104.00,20230526
20220126,NCMV,ICA,ICA,ICA,110101,CMAC ICA,CMAC,101000.00,30000.00,120,10.70,131000.00,20230526
20220131,NCMV,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,171678.55,21730.00,240,8.35,217300.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,74800.00,42300.00,290,7.50,141000.00,20230526
20220131,NCMV,LIMA,CANIETE,MALA,150509,CONTINENTAL,BANCO,50530.00,10570.00,120,9.20,85700.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,84000.00,36100.00,276,7.30,144000.00,20230526
20220131,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,INTERBANK,BANCO,91200.00,100000.00,120,9.09,210000.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,18450.00,18450.00,65,10.80,61500.00,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,106200.00,73126.80,180,11.80,198126.80,20230526
20220131,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,CMAC HUANCAYO,CMAC,105000.00,86856.71,180,9.90,210656.71,20230526
20220131,NCMV,TACNA,TACNA,CRNEL. GREGORIO ALBARRACIN LANCHIPA,230110,CMAC HUANCAYO,CMAC,30382.00,79040.00,60,12.05,129922.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,102700.00,13500.00,120,9.99,135000.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,93300.00,17000.00,156,9.99,130800.00,20230526
20220127,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,309828.40,54675.60,240,7.30,364504.00,20230526
20220127,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,280170.00,50050.00,240,8.00,330220.00,20230526
20220127,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,370670.00,65430.00,240,8.50,436100.00,20230526
20220127,NCMV,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,332447.75,58667.25,240,8.20,391115.00,20230526
20220127,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,363460.00,64140.00,240,8.30,427600.00,20230526
20220127,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,392490.00,43610.00,240,8.00,436100.00,20230526
20220128,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,290850.00,124650.00,132,7.30,415500.00,20230526
20220128,NCMV,LIMA,LIMA,LA VICTORIA,150115,CREDITO,BANCO,337833.35,59617.65,240,8.92,397451.00,20230526
20220128,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,275623.04,48639.36,240,8.70,324262.40,20230526
20220128,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,325550.00,57450.00,168,10.00,383000.00,20230526
20220128,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,312750.00,104250.00,192,7.67,417000.00,20230526
20220128,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,363460.00,64140.00,240,8.70,427600.00,20230526
20220128,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,373549.00,41506.00,240,7.42,415055.00,20230526
20220128,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,392490.00,43610.00,240,9.00,436100.00,20230526
20220128,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,CREDITO,BANCO,307260.00,34140.00,120,9.30,341400.00,20230526
20220125,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,392490.00,43610.00,240,7.50,436100.00,20230526
20220125,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,392490.00,43610.00,240,8.40,436100.00,20230526
20220125,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,338310.00,37590.00,120,7.80,375900.00,20230526
20220125,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,376641.00,41849.00,240,8.20,418490.00,20230526
20220125,NCMV,LIMA,LIMA,SAN MIGUEL,150136,SCOTIABANK,BANCO,281600.00,70400.00,240,7.10,352000.00,20230526
20220126,NCMV,LIMA,LIMA,LIMA,150101,INTERBANK,BANCO,312094.60,34676.00,240,7.90,346755.00,20230526
20220126,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,323320.00,40000.00,240,7.20,363320.00,20230526
20220126,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,392490.00,43610.00,240,8.00,436100.00,20230526
20220126,NCMV,AREQUIPA,AREQUIPA,J. LUIS BUSTAMANTE Y RIVERO,040129,CREDITO,BANCO,263200.00,102000.00,240,9.00,365200.00,20230526
20220127,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,344250.00,60750.00,240,8.40,405000.00,20230526
20220127,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,252402.01,108172.00,156,8.60,360574.01,20230526
20220127,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,324855.90,36095.10,240,8.20,360951.00,20230526
20220127,NCMV,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,338130.00,37570.00,240,7.00,375700.00,20230526
20220127,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,268612.50,89537.50,240,7.00,358150.00,20230526
20220127,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,392490.00,43610.00,240,7.30,436100.00,20230526
20220111,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,235311.75,38300.00,240,8.00,289000.00,20230526
20220111,NCMV,LIMA,LIMA,ATE,150103,CREDITO,BANCO,224535.00,42342.00,180,7.85,282277.00,20230526
20220111,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,392490.00,43610.00,240,9.30,436100.00,20230526
20220111,NCMV,LIMA,LIMA,SAN MIGUEL,150136,SCOTIABANK,BANCO,212816.92,37804.20,240,7.10,266021.12,20230526
20220111,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,210590.00,25110.00,240,7.70,251100.00,20230526
20220113,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,335920.00,59280.00,300,9.57,395200.00,20230526
20220113,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,263390.00,30977.00,240,7.79,309767.00,20230526
20220113,NCMV,LAMBAYEQUE,CHICLAYO,MONSEFU,140108,BANCO PICHINCHA,BANCO,184685.56,22231.94,240,9.00,222317.50,20230526
20220113,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,216960.80,45000.00,240,7.80,274900.00,20230526
20220113,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,257263.00,30296.00,300,7.50,302959.00,20230526
20220107,NCMV,LIMA,LIMA,BARRANCO,150104,SCOTIABANK,BANCO,333000.00,37000.00,300,7.10,370000.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,SCOTIABANK,BANCO,252170.00,29730.00,240,7.10,297300.00,20230526
20220107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,157910.00,50990.00,180,7.35,224300.00,20230526
20220127,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,339703.95,47296.05,300,9.75,387000.00,20230526
20220127,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,313020.00,34780.00,240,7.50,347800.00,20230526
20220127,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,314500.00,55500.00,280,7.50,370000.00,20230526
20220127,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,336100.00,100000.00,240,8.20,436100.00,20230526
20220127,NCMV,LIMA,LIMA,LA VICTORIA,150115,CREDITO,BANCO,376012.80,41779.20,240,7.72,417792.00,20230526
20220125,NCMV,CALLAO,CALLAO,CALLAO,070101,CONTINENTAL,BANCO,179080.00,48620.00,240,8.00,243100.00,20230526
20220125,NCMV,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,168904.52,61432.04,240,8.40,245728.16,20230526
20220125,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,INTERBANK,BANCO,308463.40,54432.00,240,7.80,362880.00,20230526
20220125,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,305436.00,43564.00,240,7.25,349000.00,20230526
20220125,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,392490.00,43610.00,204,9.30,436100.00,20230526
20220131,NCMV,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,279040.00,69760.00,240,7.60,348800.00,20230526
20220131,NCMV,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,290073.02,100879.48,300,9.28,387998.00,20230526
20220131,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,INTERBANK,BANCO,319871.45,35539.50,240,7.80,355395.00,20230526
20220131,NCMV,JUNIN,CONCEPCION,CONCEPCION,120201,CMAC HUANCAYO,CMAC,53700.00,8700.00,120,11.15,87000.00,20230526
20220131,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,50000.00,32400.00,120,8.50,108000.00,20230526
